grupo,split,hora,tempo_viagem_min,distancia_km,confianca_emocao,paradas,tempo_sem_parada_min,classe_imagem,emocao,decisao,origem
206,treino,6,297.4040623918663,144.541,0.7281785291622946,0,5.987,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
206,treino,6,297.4040623918663,148.33,0.7281785291622946,0,0,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
206,treino,6,297.4040623918663,152.947,0.7281785291622946,0,5.256,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
207,treino,10,48.497319036403226,375.74,0.3803826205491536,4,23.327,natureza,IRRITADO,CONTINUAR,sintetico
207,treino,10,48.497319036403226,375.452,0.3803826205491536,4,28.144,natureza,IRRITADO,CONTINUAR,sintetico
207,treino,10,48.497319036403226,374.662,0.3803826205491536,4,23.521,natureza,IRRITADO,CONTINUAR,sintetico
208,teste,4,17.300552524684598,247.461,0.4974708675471472,2,11.15,natureza,IRRITADO,CONTINUAR,sintetico
208,teste,4,17.300552524684598,246.501,0.4974708675471472,2,14.465,natureza,IRRITADO,CONTINUAR,sintetico
208,teste,4,17.300552524684598,249.097,0.4974708675471472,2,17.301,natureza,IRRITADO,CONTINUAR,sintetico
209,teste,7,228.91780803278817,323.682,0.8269077465811221,3,108.249,desconhecido,TRISTE,CONTINUAR,sintetico
209,teste,7,228.91780803278817,321.524,0.8269077465811221,3,108.024,desconhecido,TRISTE,CONTINUAR,sintetico
209,teste,7,228.91780803278817,318.572,0.8269077465811221,3,105.069,desconhecido,TRISTE,CONTINUAR,sintetico
210,teste,12,82.75216676594856,354.307,0.8171229687970847,0,82.752,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
210,teste,12,82.75216676594856,355.971,0.8171229687970847,0,82.752,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
210,teste,12,82.75216676594856,362.479,0.8171229687970847,0,78.311,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
211,teste,7,209.37069856009856,388.348,0.5830535129672495,1,84.264,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
211,teste,7,209.37069856009856,397.541,0.5830535129672495,1,82.894,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
211,teste,7,209.37069856009856,393.697,0.5830535129672495,1,79.141,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
212,treino,15,197.4542335399526,70.487,0.3727782447200598,0,38.212,posto de combustível,desconhecido,CONTINUAR,sintetico
212,treino,15,197.4542335399526,74.402,0.3727782447200598,0,40.219,posto de combustível,desconhecido,CONTINUAR,sintetico
212,treino,15,197.4542335399526,66.528,0.3727782447200598,0,45.374,posto de combustível,desconhecido,CONTINUAR,sintetico
213,teste,10,26.14236680998709,63.69,0.7728178050393946,1,21.236,estrada,desconhecido,CONTINUAR,sintetico
213,teste,10,26.14236680998709,63.504,0.7728178050393946,1,21.456,estrada,desconhecido,CONTINUAR,sintetico
213,teste,10,26.14236680998709,55.095,0.7728178050393946,1,20.518,estrada,desconhecido,CONTINUAR,sintetico
214,treino,4,351.4305383407613,297.628,0.6121210297577493,3,63.156,desconhecido,TRISTE,CONTINUAR,sintetico
214,treino,4,351.4305383407613,297.229,0.6121210297577493,3,64.09,desconhecido,TRISTE,CONTINUAR,sintetico
214,treino,4,351.4305383407613,290.173,0.6121210297577493,3,62.11,desconhecido,TRISTE,CONTINUAR,sintetico
215,teste,14,139.32635839225534,296.306,0.5267103588313535,1,77.243,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
215,teste,14,139.32635839225534,290.419,0.5267103588313535,1,74.75,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
215,teste,14,139.32635839225534,296.686,0.5267103588313535,1,77.682,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
216,treino,20,205.77033737271375,379.306,0.434386020889141,0,60.473,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
216,treino,20,205.77033737271375,376.375,0.434386020889141,0,59.55,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
216,treino,20,205.77033737271375,373.033,0.434386020889141,0,52.371,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
217,treino,6,93.58700641302397,26.5,0.5039947649256289,0,3.703,desconhecido,NEUTRO,CONTINUAR,sintetico
217,treino,6,93.58700641302397,23.781,0.5039947649256289,0,3.646,desconhecido,NEUTRO,CONTINUAR,sintetico
217,treino,6,93.58700641302397,30.936,0.5039947649256289,0,3.018,desconhecido,NEUTRO,CONTINUAR,sintetico
218,teste,12,41.00713867117817,195.253,0.8684304322811461,1,0.972,posto de combustível,IRRITADO,DESCANSAR,sintetico
218,teste,12,41.00713867117817,189.983,0.8684304322811461,1,7.539,posto de combustível,IRRITADO,DESCANSAR,sintetico
218,teste,12,41.00713867117817,187.538,0.8684304322811461,1,0,posto de combustível,IRRITADO,DESCANSAR,sintetico
219,treino,12,62.12109569351898,33.933,0.9151004861211366,0,62.121,restaurante,desconhecido,ALIMENTAR-SE,sintetico
219,treino,12,62.12109569351898,29.314,0.9151004861211366,0,62.121,restaurante,desconhecido,ALIMENTAR-SE,sintetico
219,treino,12,62.12109569351898,31.074,0.9151004861211366,0,60.548,restaurante,desconhecido,ALIMENTAR-SE,sintetico
220,treino,13,40.94652289553415,78.179,0.46399055455303123,4,25.695,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
220,treino,13,40.94652289553415,82.717,0.46399055455303123,4,26.676,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
220,treino,13,40.94652289553415,77.765,0.46399055455303123,4,21.804,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
221,treino,2,109.56505438300626,264.544,0.7101293168082612,1,84.09,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
221,treino,2,109.56505438300626,267.657,0.7101293168082612,1,87.645,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
221,treino,2,109.56505438300626,268.757,0.7101293168082612,1,85.585,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
222,treino,20,198.16474037298653,73.35,0.8812956156497233,2,6.476,posto de combustível,IRRITADO,DESCANSAR,sintetico
222,treino,20,198.16474037298653,77.323,0.8812956156497233,2,9.484,posto de combustível,IRRITADO,DESCANSAR,sintetico
222,treino,20,198.16474037298653,70.464,0.8812956156497233,2,10.806,posto de combustível,IRRITADO,DESCANSAR,sintetico
223,treino,3,35.42609570317057,136.388,0.6748694036036131,4,2.386,posto de combustível,desconhecido,AVALIAR ABASTECIMENTO,sintetico
223,treino,3,35.42609570317057,142.173,0.6748694036036131,4,4.031,posto de combustível,desconhecido,AVALIAR ABASTECIMENTO,sintetico
223,treino,3,35.42609570317057,141.88,0.6748694036036131,4,2.888,posto de combustível,desconhecido,AVALIAR ABASTECIMENTO,sintetico
224,treino,7,174.07310978392135,34.587,0.8916663208034924,0,158.52,ponto turístico,desconhecido,DESCANSAR,sintetico
224,treino,7,174.07310978392135,32.785,0.8916663208034924,0,152.948,ponto turístico,desconhecido,DESCANSAR,sintetico
224,treino,7,174.07310978392135,34.154,0.8916663208034924,0,153.474,ponto turístico,desconhecido,DESCANSAR,sintetico
225,treino,12,350.1185318099037,320.963,0.42571159918312385,3,79.178,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
225,treino,12,350.1185318099037,327.526,0.42571159918312385,3,70.74,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
225,treino,12,350.1185318099037,322.265,0.42571159918312385,3,74.043,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
226,treino,10,309.10158412941763,204.372,0.9002971464699487,0,10.793,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
226,treino,10,309.10158412941763,208.702,0.9002971464699487,0,14.775,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
226,treino,10,309.10158412941763,203.877,0.9002971464699487,0,6.183,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
227,treino,3,283.9396987599355,347.71,0.8780814707750193,3,185.651,restaurante,IRRITADO,DESCANSAR,sintetico
227,treino,3,283.9396987599355,343.712,0.8780814707750193,3,184.95,restaurante,IRRITADO,DESCANSAR,sintetico
227,treino,3,283.9396987599355,348.173,0.8780814707750193,3,187.728,restaurante,IRRITADO,DESCANSAR,sintetico
228,treino,12,18.767799031037256,359.8,0.5488964454405624,1,12.484,estrada,IRRITADO,CONTINUAR,sintetico
228,treino,12,18.767799031037256,359.004,0.5488964454405624,1,15.313,estrada,IRRITADO,CONTINUAR,sintetico
228,treino,12,18.767799031037256,353.633,0.5488964454405624,1,17.198,estrada,IRRITADO,CONTINUAR,sintetico
229,treino,22,248.12246963282803,387.207,0.4867744481610604,2,194.342,desconhecido,IRRITADO,DESCANSAR,sintetico
229,treino,22,248.12246963282803,390.048,0.4867744481610604,2,187.947,desconhecido,IRRITADO,DESCANSAR,sintetico
229,treino,22,248.12246963282803,388.416,0.4867744481610604,2,196.189,desconhecido,IRRITADO,DESCANSAR,sintetico
230,treino,14,268.0354036166028,307.31,0.8703133823301353,0,16.002,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
230,treino,14,268.0354036166028,299.087,0.8703133823301353,0,9.136,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
230,treino,14,268.0354036166028,307.127,0.8703133823301353,0,15.578,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
231,teste,7,16.740220800334768,16.462,0.5662250490693774,1,12.046,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
231,teste,7,16.740220800334768,18.948,0.5662250490693774,1,16.74,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
231,teste,7,16.740220800334768,17.0,0.5662250490693774,1,16.74,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
232,treino,18,200.72347081575364,136.565,0.8525922621540363,2,53.849,desconhecido,NEUTRO,CONTINUAR,sintetico
232,treino,18,200.72347081575364,138.422,0.8525922621540363,2,61.869,desconhecido,NEUTRO,CONTINUAR,sintetico
232,treino,18,200.72347081575364,141.271,0.8525922621540363,2,58.694,desconhecido,NEUTRO,CONTINUAR,sintetico
233,treino,21,78.38950008544825,261.646,0.6579687402548746,0,45.832,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
233,treino,21,78.38950008544825,258.159,0.6579687402548746,0,53.798,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
233,treino,21,78.38950008544825,258.69,0.6579687402548746,0,55.417,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
234,treino,20,102.75938816704905,359.965,0.8609517038555854,3,51.201,restaurante,ANIMADO,CONTINUAR,sintetico
234,treino,20,102.75938816704905,357.165,0.8609517038555854,3,43.981,restaurante,ANIMADO,CONTINUAR,sintetico
234,treino,20,102.75938816704905,358.308,0.8609517038555854,3,49.581,restaurante,ANIMADO,CONTINUAR,sintetico
235,teste,13,204.31727662538327,241.124,0.5196061266890581,0,55.265,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
235,teste,13,204.31727662538327,239.62,0.5196061266890581,0,61.577,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
235,teste,13,204.31727662538327,235.497,0.5196061266890581,0,54.153,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
236,treino,7,324.3889008846507,327.147,0.8314182466716868,4,56.58,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
236,treino,7,324.3889008846507,321.358,0.8314182466716868,4,57.869,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
236,treino,7,324.3889008846507,317.525,0.8314182466716868,4,61.067,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
237,treino,18,294.6852188737681,138.986,0.7780215735243106,4,267.213,desconhecido,IRRITADO,DESCANSAR,sintetico
237,treino,18,294.6852188737681,140.721,0.7780215735243106,4,270.546,desconhecido,IRRITADO,DESCANSAR,sintetico
237,treino,18,294.6852188737681,141.032,0.7780215735243106,4,263.951,desconhecido,IRRITADO,DESCANSAR,sintetico
238,treino,3,172.12720983043437,293.59,0.7851119822636716,4,109.879,posto de combustível,TRISTE,AVALIAR ABASTECIMENTO,sintetico
238,treino,3,172.12720983043437,300.082,0.7851119822636716,4,111.851,posto de combustível,TRISTE,AVALIAR ABASTECIMENTO,sintetico
238,treino,3,172.12720983043437,300.236,0.7851119822636716,4,111.363,posto de combustível,TRISTE,AVALIAR ABASTECIMENTO,sintetico
239,treino,18,109.38814818587167,344.38,0.6323219406024081,4,7.795,ponto turístico,desconhecido,CONTINUAR,sintetico
239,treino,18,109.38814818587167,344.161,0.6323219406024081,4,6.607,ponto turístico,desconhecido,CONTINUAR,sintetico
239,treino,18,109.38814818587167,338.469,0.6323219406024081,4,3.331,ponto turístico,desconhecido,CONTINUAR,sintetico
240,treino,12,53.76466700645899,79.994,0.5955151080512624,4,53.765,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
240,treino,12,53.76466700645899,76.887,0.5955151080512624,4,53.765,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
240,treino,12,53.76466700645899,75.166,0.5955151080512624,4,51.5,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
241,treino,5,209.5790150865296,68.027,0.8211265434186272,0,35.139,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
241,treino,5,209.5790150865296,58.751,0.8211265434186272,0,33.3,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
241,treino,5,209.5790150865296,62.105,0.8211265434186272,0,31.446,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
242,treino,10,273.6809469818784,216.183,0.3607496753785676,0,60.046,desconhecido,ANIMADO,CONTINUAR,sintetico
242,treino,10,273.6809469818784,208.441,0.3607496753785676,0,61.958,desconhecido,ANIMADO,CONTINUAR,sintetico
242,treino,10,273.6809469818784,210.475,0.3607496753785676,0,57.577,desconhecido,ANIMADO,CONTINUAR,sintetico
243,treino,1,110.86179999041926,118.199,0.7866991468680877,4,44.415,ponto turístico,TRISTE,CONTINUAR,sintetico
243,treino,1,110.86179999041926,121.293,0.7866991468680877,4,47.979,ponto turístico,TRISTE,CONTINUAR,sintetico
243,treino,1,110.86179999041926,118.832,0.7866991468680877,4,44.726,ponto turístico,TRISTE,CONTINUAR,sintetico
244,teste,12,11.789280258778392,86.418,0.9409277146959563,1,5.618,desconhecido,NEUTRO,CONTINUAR,sintetico
244,teste,12,11.789280258778392,91.234,0.9409277146959563,1,2.326,desconhecido,NEUTRO,CONTINUAR,sintetico
244,teste,12,11.789280258778392,93.494,0.9409277146959563,1,4.51,desconhecido,NEUTRO,CONTINUAR,sintetico
245,treino,11,226.21284594571864,236.372,0.37877622542665856,0,37.983,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
245,treino,11,226.21284594571864,237.314,0.37877622542665856,0,34.041,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
245,treino,11,226.21284594571864,239.522,0.37877622542665856,0,38.813,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
246,treino,9,154.40936703153642,41.569,0.662185540512102,4,43.87,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
246,treino,9,154.40936703153642,43.24,0.662185540512102,4,46.02,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
246,treino,9,154.40936703153642,41.482,0.662185540512102,4,48.822,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
247,teste,16,350.45750142331406,140.246,0.5958537383169734,1,178.282,estrada,desconhecido,DESCANSAR,sintetico
247,teste,16,350.45750142331406,141.475,0.5958537383169734,1,168.979,estrada,desconhecido,DESCANSAR,sintetico
247,teste,16,350.45750142331406,144.885,0.5958537383169734,1,178.02,estrada,desconhecido,DESCANSAR,sintetico
248,treino,18,242.5027853280822,61.101,0.4040496041455547,4,218.979,estrada,NEUTRO,DESCANSAR,sintetico
248,treino,18,242.5027853280822,64.431,0.4040496041455547,4,217.053,estrada,NEUTRO,DESCANSAR,sintetico
248,treino,18,242.5027853280822,55.159,0.4040496041455547,4,222.543,estrada,NEUTRO,DESCANSAR,sintetico
249,treino,1,307.5482834365319,146.668,0.7560599192054887,3,24.676,desconhecido,NEUTRO,CONTINUAR,sintetico
249,treino,1,307.5482834365319,147.606,0.7560599192054887,3,30.85,desconhecido,NEUTRO,CONTINUAR,sintetico
249,treino,1,307.5482834365319,140.791,0.7560599192054887,3,27.792,desconhecido,NEUTRO,CONTINUAR,sintetico
250,teste,14,344.0566505546979,105.042,0.7898407672030536,2,85.465,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
250,teste,14,344.0566505546979,110.83,0.7898407672030536,2,89.607,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
250,teste,14,344.0566505546979,108.812,0.7898407672030536,2,89.577,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
251,treino,3,52.04160956397879,292.348,0.9389415023139133,1,48.854,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
251,treino,3,52.04160956397879,289.362,0.9389415023139133,1,50.628,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
251,treino,3,52.04160956397879,285.853,0.9389415023139133,1,52.042,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
252,treino,23,350.5728259800061,49.878,0.9022387913828616,0,14.259,natureza,IRRITADO,DESCANSAR,sintetico
252,treino,23,350.5728259800061,54.308,0.9022387913828616,0,17.896,natureza,IRRITADO,DESCANSAR,sintetico
252,treino,23,350.5728259800061,54.937,0.9022387913828616,0,16.883,natureza,IRRITADO,DESCANSAR,sintetico
253,treino,18,84.51464635992734,383.922,0.8738861382229653,4,5.535,ponto turístico,desconhecido,CONTINUAR,sintetico
253,treino,18,84.51464635992734,380.762,0.8738861382229653,4,9.812,ponto turístico,desconhecido,CONTINUAR,sintetico
253,treino,18,84.51464635992734,381.153,0.8738861382229653,4,11.44,ponto turístico,desconhecido,CONTINUAR,sintetico
254,teste,17,321.68196797867137,248.86,0.3569869204315485,1,269.78,ponto turístico,IRRITADO,DESCANSAR,sintetico
254,teste,17,321.68196797867137,245.082,0.3569869204315485,1,271.441,ponto turístico,IRRITADO,DESCANSAR,sintetico
254,teste,17,321.68196797867137,249.867,0.3569869204315485,1,269.535,ponto turístico,IRRITADO,DESCANSAR,sintetico
255,treino,14,200.42592725439107,151.44,0.8402619834318756,0,6.082,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
255,treino,14,200.42592725439107,156.262,0.8402619834318756,0,10.374,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
255,treino,14,200.42592725439107,146.633,0.8402619834318756,0,6.956,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
256,treino,1,202.78150904871575,0,0.40453732814691934,4,57.322,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
256,treino,1,202.78150904871575,3.321,0.40453732814691934,4,62.08,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
256,treino,1,202.78150904871575,3.511,0.40453732814691934,4,57.233,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
257,treino,19,217.98265880318323,283.881,0.5679767283018536,3,163.932,estrada,NEUTRO,DESCANSAR,sintetico
257,treino,19,217.98265880318323,289.962,0.5679767283018536,3,170.163,estrada,NEUTRO,DESCANSAR,sintetico
257,treino,19,217.98265880318323,284.583,0.5679767283018536,3,165.738,estrada,NEUTRO,DESCANSAR,sintetico
258,treino,22,42.74439138361233,355.626,0.6454532853087,3,30.413,estrada,TRISTE,CONTINUAR,sintetico
258,treino,22,42.74439138361233,357.68,0.6454532853087,3,25.681,estrada,TRISTE,CONTINUAR,sintetico
258,treino,22,42.74439138361233,361.565,0.6454532853087,3,28.278,estrada,TRISTE,CONTINUAR,sintetico
259,treino,3,273.78801634264715,19.493,0.7299442805534582,4,125.269,estrada,IRRITADO,DESCANSAR,sintetico
259,treino,3,273.78801634264715,23.239,0.7299442805534582,4,120.271,estrada,IRRITADO,DESCANSAR,sintetico
259,treino,3,273.78801634264715,20.962,0.7299442805534582,4,125.76,estrada,IRRITADO,DESCANSAR,sintetico
260,teste,12,302.77971929101534,194.748,0.65499973944313,1,10.381,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
260,teste,12,302.77971929101534,191.391,0.65499973944313,1,13.134,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
260,teste,12,302.77971929101534,192.359,0.65499973944313,1,10.41,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
261,treino,22,275.6430029729364,109.916,0.9281561226078515,2,74.016,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
261,treino,22,275.6430029729364,111.807,0.9281561226078515,2,76.413,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
261,treino,22,275.6430029729364,106.612,0.9281561226078515,2,72.974,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
262,treino,22,108.15572089513398,136.341,0.7534242278307901,1,71.248,ponto turístico,desconhecido,CONTINUAR,sintetico
262,treino,22,108.15572089513398,136.64,0.7534242278307901,1,74.898,ponto turístico,desconhecido,CONTINUAR,sintetico
262,treino,22,108.15572089513398,138.824,0.7534242278307901,1,76.765,ponto turístico,desconhecido,CONTINUAR,sintetico
263,treino,13,244.35643736640657,356.355,0.6703416822221635,3,21.547,estrada,desconhecido,CONTINUAR,sintetico
263,treino,13,244.35643736640657,353.112,0.6703416822221635,3,23.687,estrada,desconhecido,CONTINUAR,sintetico
263,treino,13,244.35643736640657,360.402,0.6703416822221635,3,30.852,estrada,desconhecido,CONTINUAR,sintetico
264,teste,21,93.94915764765496,338.893,0.764356910218406,2,0,posto de combustível,desconhecido,AVALIAR ABASTECIMENTO,sintetico
264,teste,21,93.94915764765496,339.433,0.764356910218406,2,5.43,posto de combustível,desconhecido,AVALIAR ABASTECIMENTO,sintetico
264,teste,21,93.94915764765496,339.401,0.764356910218406,2,5.459,posto de combustível,desconhecido,AVALIAR ABASTECIMENTO,sintetico
265,teste,14,143.05476504822366,207.25,0.8281001886672753,2,39.342,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
265,teste,14,143.05476504822366,209.027,0.8281001886672753,2,33.029,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
265,teste,14,143.05476504822366,206.806,0.8281001886672753,2,34.522,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
266,teste,14,299.6441360940763,369.237,0.7727774413356726,2,67.795,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
266,teste,14,299.6441360940763,361.369,0.7727774413356726,2,71.68,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
266,teste,14,299.6441360940763,361.464,0.7727774413356726,2,66.591,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
267,treino,16,47.37060300190276,13.804,0.5174673477855263,2,25.969,posto de combustível,ANIMADO,CONTINUAR,sintetico
267,treino,16,47.37060300190276,18.351,0.5174673477855263,2,24.212,posto de combustível,ANIMADO,CONTINUAR,sintetico
267,treino,16,47.37060300190276,12.791,0.5174673477855263,2,25.89,posto de combustível,ANIMADO,CONTINUAR,sintetico
268,treino,1,279.6496371999052,245.875,0.8558839887167076,2,155.929,natureza,desconhecido,DESCANSAR,sintetico
268,treino,1,279.6496371999052,250.401,0.8558839887167076,2,158.422,natureza,desconhecido,DESCANSAR,sintetico
268,treino,1,279.6496371999052,250.353,0.8558839887167076,2,156.715,natureza,desconhecido,DESCANSAR,sintetico
269,treino,5,152.6555915384997,212.75,0.4051673323634398,1,55.042,posto de combustível,TRISTE,AVALIAR ABASTECIMENTO,sintetico
269,treino,5,152.6555915384997,215.997,0.4051673323634398,1,50.288,posto de combustível,TRISTE,AVALIAR ABASTECIMENTO,sintetico
269,treino,5,152.6555915384997,215.428,0.4051673323634398,1,53.06,posto de combustível,TRISTE,AVALIAR ABASTECIMENTO,sintetico
270,treino,13,8.12531218473828,270.537,0.6174003477708154,4,4.259,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
270,treino,13,8.12531218473828,265.141,0.6174003477708154,4,8.125,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
270,treino,13,8.12531218473828,262.822,0.6174003477708154,4,8.125,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
271,treino,11,187.5797170400615,200.168,0.6420828254991098,2,89.902,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
271,treino,11,187.5797170400615,203.874,0.6420828254991098,2,80.412,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
271,treino,11,187.5797170400615,199.149,0.6420828254991098,2,87.042,natureza,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
272,treino,6,312.0575537779841,174.081,0.41235608550420205,4,204.233,desconhecido,IRRITADO,DESCANSAR,sintetico
272,treino,6,312.0575537779841,166.221,0.41235608550420205,4,201.357,desconhecido,IRRITADO,DESCANSAR,sintetico
272,treino,6,312.0575537779841,168.001,0.41235608550420205,4,197.64,desconhecido,IRRITADO,DESCANSAR,sintetico
273,treino,1,68.18721806217916,102.065,0.3922652553392751,1,25.789,restaurante,IRRITADO,CONTINUAR,sintetico
273,treino,1,68.18721806217916,95.932,0.3922652553392751,1,28.192,restaurante,IRRITADO,CONTINUAR,sintetico
273,treino,1,68.18721806217916,101.112,0.3922652553392751,1,27.873,restaurante,IRRITADO,CONTINUAR,sintetico
274,treino,19,27.44934471969312,301.249,0.37731011227167555,0,0.927,restaurante,desconhecido,CONTINUAR,sintetico
274,treino,19,27.44934471969312,294.245,0.37731011227167555,0,5.566,restaurante,desconhecido,CONTINUAR,sintetico
274,treino,19,27.44934471969312,297.757,0.37731011227167555,0,1.864,restaurante,desconhecido,CONTINUAR,sintetico
275,teste,12,15.940798731637168,66.399,0.48191943527630615,3,15.941,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
275,teste,12,15.940798731637168,66.201,0.48191943527630615,3,15.941,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
275,teste,12,15.940798731637168,67.103,0.48191943527630615,3,11.052,restaurante,NEUTRO,ALIMENTAR-SE,sintetico
276,treino,17,55.18772250971555,19.124,0.6936311569660374,3,21.164,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
276,treino,17,55.18772250971555,13.827,0.6936311569660374,3,22.961,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
276,treino,17,55.18772250971555,20.224,0.6936311569660374,3,15.329,ponto turístico,ANIMADO,REGISTRAR PONTO TURÍSTICO,sintetico
277,treino,5,83.37972912187983,337.413,0.46659572920779524,1,75.384,desconhecido,desconhecido,CONTINUAR,sintetico
277,treino,5,83.37972912187983,338.842,0.46659572920779524,1,70.673,desconhecido,desconhecido,CONTINUAR,sintetico
277,treino,5,83.37972912187983,334.396,0.46659572920779524,1,68.967,desconhecido,desconhecido,CONTINUAR,sintetico
278,treino,2,93.994103259309,76.312,0.6983573920452165,2,60.949,restaurante,ANIMADO,CONTINUAR,sintetico
278,treino,2,93.994103259309,74.665,0.6983573920452165,2,60.033,restaurante,ANIMADO,CONTINUAR,sintetico
278,treino,2,93.994103259309,78.826,0.6983573920452165,2,61.381,restaurante,ANIMADO,CONTINUAR,sintetico
279,treino,21,113.51479873938587,231.8,0.6893312047430659,2,22.0,restaurante,IRRITADO,DESCANSAR,sintetico
279,treino,21,113.51479873938587,235.79,0.6893312047430659,2,20.551,restaurante,IRRITADO,DESCANSAR,sintetico
